Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-9335.88037297177	-9336.912977493412	N	-9335.88037297177	-1.0326045216418254
1	-8942.500310840176	-8943.638558311808	2.0	-8942.500310840176	-1.1382474716311521
2	-6730.473580600477	-6733.179001377957	3.0	-6730.473580600477	-2.7054207774798518
3	-6699.405943562954	-6703.39959477648	4.0	-6699.405943562954	-3.9936512135256117
4	-6503.410640768441	-6505.513587340782	4.1	-6503.410640768441	-2.102946572340776
5	-6038.407945725394	-6042.537019015001	3.3	-6038.407945725394	-4.129073289606938
6	-5925.168495992849	-5928.704822037352	3.2	-5925.168495992849	-3.536326044503001
7	-5916.048039669358	-5919.719791814863	3.3	-5916.048039669358	-3.671752145504874
8	-5729.029339981389	-5729.517159573067	3.5	-5729.029339981389	-0.4878195916779702
9	-5716.537443710781	-5719.952978355216	4.3	-5716.537443710781	-3.4155346444354073
10	-5630.645105734749	-5638.108877609779	4.4	-5630.645105734749	-7.4637718750294955
11	-5516.294701476864	-5522.455860070369	4.3	-5516.294701476864	-6.16115859350534
12	-5505.109691445876	-5512.188172914525	4.2	-5505.109691445876	-7.078481468649584
13	-5436.40595796677	-5440.992659771355	4.2	-5436.40595796677	-4.5867018045850205
14	-5336.680419195108	-5341.669043938939	4.3	-5336.680419195108	-4.9886247438306475
15	-5330.5371317902855	-5334.328222657538	4.4	-5330.5371317902855	-3.791090867252522
16	-5328.219226263812	-5332.916971163291	4.4	-5328.219226263812	-4.697744899479234
17	-5324.172518716422	-5332.7522218469385	4.4	-5324.172518716422	-8.579703130516807
18	-5287.834668471104	-5292.874336917517	4.4	-5287.834668471104	-5.039668446413173
19	-5279.922791118057	-5285.376239857559	2.9	-5279.922791118057	-5.4534487395024795
20	-5279.328861046758	-5284.266125329309	3.0	-5279.328861046758	-4.937264282550762
21	-5275.005682641315	-5279.1511319113815	3.0	-5275.005682641315	-4.145449270067072
22	-5274.897252528778	-5280.209977376679	3.1	-5274.897252528778	-5.312724847900475
23	-5272.530860822843	-5277.692170588025	3.1	-5272.530860822843	-5.161309765181492
24	-5266.293306809532	-5270.468438758067	3.2	-5266.293306809532	-4.175131948535867
25	-5265.374805331196	-5271.094532181	3.2	-5265.374805331196	-5.719726849804745
26	-5265.156951386937	-5268.661196735576	3.3	-5265.156951386937	-3.5042453486382197
27	-5262.2551007755	-5266.094682322951	3.4	-5262.2551007755	-3.839581547450217
28	-5261.737347413923	-5267.495892181156	3.4	-5261.737347413923	-5.758544767232742
29	-5259.806081594638	-5264.528059996039	3.6	-5259.806081594638	-4.721978401400165
30	-5258.309949561143	-5262.383634955331	3.7	-5258.309949561143	-4.073685394187893
31	-5256.873388815079	-5261.837463480459	3.8	-5256.873388815079	-4.964074665379268
32	-5256.758336714334	-5261.890686882144	3.9	-5256.758336714334	-5.132350167809522
33	-5255.939889048891	-5260.288327366919	4.0	-5255.939889048891	-4.348438318027985
34	-5254.610590984324	-5259.3284376236825	4.1	-5254.610590984324	-4.717846639359295
35	-5252.881965071533	-5257.378641442241	4.2	-5252.881965071533	-4.496676370707996
36	-5252.826510038311	-5261.861056194582	4.2	-5252.826510038311	-9.034546156270306
37	-5252.6373332348785	-5257.390755837813	4.3	-5252.6373332348785	-4.753422602935155
38	-5252.326346397859	-5256.694286575619	4.4	-5252.326346397859	-4.367940177759927
39	-5252.112358187216	-5258.286040810703	4.5	-5252.112358187216	-6.173682623486769
40	-5251.9499070688025	-5256.317300719821	4.5	-5251.9499070688025	-4.367393651018531
41	-5251.857537537392	-5256.520156506275	4.6	-5251.857537537392	-4.6626189688834705
42	-5251.846446599659	-5256.320458610796	4.7	-5251.846446599659	-4.474012011136647
43	-5251.841995198472	-5255.980971533954	4.8	-5251.841995198472	-4.138976335481691
44	-5251.758504847704	-5257.243805040283	4.9	-5251.758504847704	-5.485300192579817
45	-5251.567460661074	-5258.230984238368	5.0	-5251.567460661074	-6.663523577294461
46	-5251.43900187643	-5255.645266843355	5.1	-5251.43900187643	-4.206264966924699
47	-5251.4389203866085	-5257.618582853118	5.2	-5251.4389203866085	-6.179662466509768
48	-5251.3205609082415	-5256.349215347906	5.3	-5251.3205609082415	-5.028654439663908
49	-5251.304346325619	-5255.830879718854	5.1	-5251.304346325619	-4.52653339323441
50	-5251.160480981612	-5256.755788008141	5.2	-5251.160480981612	-5.595307026529215
51	-5251.157874287907	-5255.746080067377	5.3	-5251.157874287907	-4.588205779469521
52	-5251.110341078402	-5255.339808929418	5.4	-5251.110341078402	-4.22946785101621
53	-5251.090023520378	-5256.803458723333	5.4	-5251.090023520378	-5.713435202954885
54	-5251.071770321306	-5255.265132337006	5.5	-5251.071770321306	-4.193362015700298
55	-5251.052768964188	-5256.049816494017	5.6	-5251.052768964188	-4.997047529829467
56	-5250.965543287565	-5255.254361630384	5.7	-5250.965543287565	-4.288818342818441
57	-5250.963224080948	-5255.448753799141	5.8	-5250.963224080948	-4.485529718193305
58	-5250.95623241779	-5255.595665835164	5.9	-5250.95623241779	-4.639433417374903
59	-5250.946715446052	-5256.722545802952	6.3	-5250.946715446052	-5.775830356900023
60	-5250.946068595207	-5256.327555507566	6.4	-5250.946068595207	-5.381486912359345
61	-5250.94161416862	-5255.15963841399	6.5	-5250.94161416862	-4.21802424537013
