Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-10921.451946906764	-10916.408990014903	N	-10921.451946906764	5.042956891861632
1	-9615.521982582979	-9622.164096919194	2.0	-9615.521982582979	-6.642114336215095
2	-9409.759667074843	-9409.526967146674	3.0	-9409.759667074843	0.2326999281680573
3	-8690.475720556722	-8686.694598286484	4.0	-8690.475720556722	3.781122270239017
4	-7992.505982334954	-8000.573319686224	3.2	-7992.505982334954	-8.06733735127045
5	-6381.482908611878	-6386.262354003652	2.8	-6381.482908611878	-4.779445391773789
6	-6200.019236088456	-6208.951873956764	2.6	-6200.019236088456	-8.932637868307962
7	-6128.603099423977	-6139.423634638104	2.4	-6128.603099423977	-10.820535214126698
8	-6126.421610639327	-6135.848831019798	2.5	-6126.421610639327	-9.427220380471425
9	-5954.171777308979	-5969.265053682157	2.5	-5954.171777308979	-15.093276373177762
10	-5889.281466805216	-5894.129841812606	2.7	-5889.281466805216	-4.8483750073899765
11	-5883.683874037223	-5888.079441719831	3.0	-5883.683874037223	-4.395567682607762
12	-5836.087404199761	-5847.974427968935	3.1	-5836.087404199761	-11.887023769173638
13	-5704.273017956397	-5711.04644726532	3.2	-5704.273017956397	-6.773429308923189
14	-5681.207046816435	-5686.682503667348	3.3	-5681.207046816435	-5.475456850913222
15	-5653.920604843043	-5657.284540162591	3.4	-5653.920604843043	-3.3639353195479935
16	-5629.7207129421895	-5633.43123169571	3.6	-5629.7207129421895	-3.7105187535211233
17	-5545.218551381304	-5549.679042888873	3.7	-5545.218551381304	-4.460491507568446
18	-5496.366602110214	-5500.2351842857715	3.9	-5496.366602110214	-3.8685821755569494
19	-5464.461044608001	-5469.83279997092	4.5	-5464.461044608001	-5.371755362918394
20	-5459.121647325782	-5464.936223067467	4.6	-5459.121647325782	-5.8145757416852035
21	-5416.142458005892	-5423.678440198322	4.6	-5416.142458005892	-7.535982192430369
22	-5335.473507946263	-5343.74654267352	4.7	-5335.473507946263	-8.273034727256606
23	-5333.90632854484	-5338.53300999346	4.8	-5333.90632854484	-4.626681448620034
24	-5330.787448481761	-5337.251396855147	4.8	-5330.787448481761	-6.4639483733856204
25	-5318.843044915313	-5324.239362586217	4.8	-5318.843044915313	-5.3963176709039935
26	-5318.437755122347	-5322.955973113471	4.9	-5318.437755122347	-4.5182179911246525
27	-5316.978077277826	-5323.01396267456	4.9	-5316.978077277826	-6.035885396734622
28	-5313.8717226101435	-5320.270516292103	5.0	-5313.8717226101435	-6.398793681959642
29	-5313.147081531698	-5318.913930173782	4.9	-5313.147081531698	-5.7668486420843905
30	-5308.695978610602	-5314.784862987903	4.9	-5308.695978610602	-6.0888843773013175
31	-5305.809522692247	-5312.332360574662	4.9	-5305.809522692247	-6.522837882414745
32	-5302.353886158774	-5308.5214941732565	5.0	-5302.353886158774	-6.1676080144823775
33	-5301.426997785652	-5306.591323107287	5.0	-5301.426997785652	-5.16432532163552
34	-5299.138660117213	-5305.948259886259	5.1	-5299.138660117213	-6.809599769046514
35	-5299.078693017736	-5305.281320521233	5.1	-5299.078693017736	-6.202627503497094
36	-5298.191440535812	-5304.632573861248	5.1	-5298.191440535812	-6.441133325435575
37	-5298.145970417263	-5304.420296591766	5.2	-5298.145970417263	-6.2743261745027175
38	-5297.04748727622	-5302.594961670715	5.2	-5297.04748727622	-5.547474394495436
39	-5297.036788598032	-5302.907955632434	4.5	-5297.036788598032	-5.871167034402253
40	-5296.925904255718	-5302.040837892639	4.6	-5296.925904255718	-5.114933636920386
41	-5296.9168026356965	-5302.5928510724325	4.7	-5296.9168026356965	-5.676048436735836
42	-5296.825508706901	-5302.424746550441	4.7	-5296.825508706901	-5.599237843540639
43	-5296.485881313625	-5301.88601391751	4.8	-5296.485881313625	-5.400132603885029
44	-5296.088675748053	-5302.474648578867	4.9	-5296.088675748053	-6.385972830814621
45	-5296.021372303522	-5301.706554846124	4.9	-5296.021372303522	-5.685182542602345
46	-5295.963737557459	-5301.3701349393505	5.0	-5295.963737557459	-5.406397381891244
47	-5295.912261507437	-5303.578491064841	5.1	-5295.912261507437	-7.666229557404307
48	-5295.826012626681	-5301.449285284977	5.1	-5295.826012626681	-5.623272658295399
49	-5295.806147896774	-5302.307644425907	3.5	-5295.806147896774	-6.501496529133211
50	-5295.742769793445	-5301.129979585112	3.6	-5295.742769793445	-5.387209791666118
51	-5295.6671685783585	-5301.316202901071	3.6	-5295.6671685783585	-5.649034322712378
52	-5295.6227581474595	-5301.354935570785	3.7	-5295.6227581474595	-5.732177423325136
53	-5295.6130799153925	-5301.328697452379	3.8	-5295.6130799153925	-5.715617536986114
54	-5295.571691366701	-5301.301479383244	3.8	-5295.571691366701	-5.729788016543489
55	-5295.559023743451	-5301.24086620206	3.9	-5295.559023743451	-5.6818424586089264
56	-5295.536162736013	-5301.108589467795	3.9	-5295.536162736013	-5.572426731782942
57	-5295.534078263366	-5302.113795832725	4.0	-5295.534078263366	-6.579717569359722
58	-5295.495168332123	-5301.308466273322	4.1	-5295.495168332123	-5.8132979411984715
59	-5295.493372042853	-5301.0157382791685	4.2	-5295.493372042853	-5.522366236315585
60	-5295.492108727847	-5301.225434380668	4.2	-5295.492108727847	-5.733325652821234
61	-5295.487265846173	-5301.102402517934	4.3	-5295.487265846173	-5.615136671761443
62	-5295.485050720077	-5301.212345365065	4.4	-5295.485050720077	-5.7272946449878805
63	-5295.483205435083	-5300.998873258782	4.4	-5295.483205435083	-5.5156678236986085
64	-5295.479661416973	-5300.902587959544	4.5	-5295.479661416973	-5.422926542571165
65	-5295.473510120547	-5300.969365921485	4.6	-5295.473510120547	-5.495855800938113
66	-5295.470771679671	-5302.142918194696	4.7	-5295.470771679671	-6.672146515025344
67	-5295.469950325641	-5300.942157062702	4.7	-5295.469950325641	-5.472206737061204
