#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_twin_evidence" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_twin_evidence" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_twin_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_twin_evidence" name="distribution" x="@birthRate.t:alignment_twin_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:alignment_twin_evidence" name="distribution">
#            <parameter id="kappa1.s:alignment_twin_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:alignment_twin_evidence" name="distribution">
#            <parameter id="kappa2.s:alignment_twin_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin_evidence" id="treeLikelihood.alignment_twin_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin_evidence">
#            <siteModel id="SiteModel.s:alignment_twin_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:alignment_twin_evidence" kappa1="@kappa1.s:alignment_twin_evidence" kappa2="@kappa2.s:alignment_twin_evidence" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:alignment_twin_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_twin_evidence" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_twin_evidence" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
0	-12388.7499684474	-12384.862954619044	-12388.7499684474	3.887013828356194	-12388.7499684474	0.07675983053033192	6.443939718552268	5.150065501749657	0.22777067720354752	0.2683144811927814	0.2660182390840143	0.23789660251965686	10.04239759146011	28.103933064483563
1	-10753.967285244264	-10741.132020756651	-10753.967285244264	12.835264487612886	-10753.967285244264	0.014125961911593725	2.536143648980381	5.553242409917062	0.22383283125436798	0.2685755475656681	0.2625592078074303	0.24503241337253365	17.929303876159278	107.08400992760976
2	-10711.284696426506	-10698.586299365053	-10711.284696426506	12.698397061453338	-10711.284696426506	0.014947954675998968	5.255288931885632	5.148271942814519	0.22089609295143037	0.27338725400654484	0.2599046713980054	0.2458119816440194	18.550050539495846	183.48008071613677
3	-8411.064818185447	-8413.90281729943	-8411.064818185447	-2.8379991139836243	-8411.064818185447	0.30370076512179195	4.032817223620288	5.104231395224773	0.23078005328601056	0.27338725400654484	0.26375699291972515	0.23207569978771941	2.647529201130679	9.600690174907545
4	-7927.465458604938	-7935.459458010714	-7927.465458604938	-7.993999405776053	-7927.465458604938	0.4255405134205245	8.361831042783813	2.605088781600765	0.23018731057615008	0.2813733192139277	0.261768382014663	0.22667098819525922	-2.2240638414694214	6.664339848564953
5	-7581.78483092581	-7593.740793174571	-7581.78483092581	-11.955962248761175	-7581.78483092581	1.4527449998602557	8.361831042783813	2.713181144345811	0.24047300368126168	0.26606697322444167	0.25767065242896614	0.2357893706653306	-6.145949415593717	0.6533266075986067
6	-7452.485466280843	-7459.768747582795	-7452.485466280843	-7.283281301952133	-7452.485466280843	0.7941879200887882	6.867042097175295	2.408637905632678	0.25266083236792297	0.2765968096990326	0.24442246509606486	0.22631989283697967	-1.9138147335927875	2.1642779755725154
7	-7435.626188794324	-7438.990005549595	-7435.626188794324	-3.363816755270607	-7435.626188794324	0.3031471257086698	5.590454871101967	3.3292664020994547	0.2411157637136471	0.2765968096990326	0.24914384312975488	0.23314358345756553	2.0236918372493164	3.352373391181658
8	-7412.912060156048	-7421.235954125571	-7412.912060156048	-8.32389396952291	-7412.912060156048	0.6813948326810857	9.76411425612567	1.3007034759218281	0.2653921784848295	0.2630030553373164	0.24653188430182	0.2250728818760343	-2.801017001157753	2.814698038491939
9	-7105.983880295262	-7113.452298023207	-7105.983880295262	-7.468417727945315	-7105.983880295262	0.5413475835205479	6.728070187201837	2.72692928827316	0.27548946765951077	0.25671615933344133	0.24285881161616274	0.22493556139088533	-2.011951056491749	3.7627389627300194
10	-7071.363443874428	-7078.055228448366	-7071.363443874428	-6.691784573936957	-7071.363443874428	0.6992588557120638	5.337688825930972	1.4772565990865272	0.2862972582879928	0.2629910122958719	0.23545064578595737	0.215261083630178	-2.077931331097929	2.5702719253487887
11	-6899.242921246151	-6904.099360965172	-6899.242921246151	-4.856439719021369	-6899.242921246151	0.7249606376005711	2.7908710079182337	2.0737397430137428	0.29186030927109113	0.27019157143148576	0.22553890514356956	0.21240921415385364	-0.7929061222494873	2.1890659239146397
12	-6139.39884782024	-6140.79228565214	-6139.39884782024	-1.393437831899737	-6139.39884782024	0.2781898203762481	0.9161183584471989	4.679492180841811	0.2936513329905009	0.2704689548749591	0.23851019656503056	0.19736951556950963	2.8192501645019923	7.079325776894583
13	-6111.7801845563135	-6118.770304682193	-6111.7801845563135	-6.990120125879169	-6111.7801845563135	0.9948603224723477	0.7051894904582462	7.416442229148961	0.2871842418265146	0.2843368410114718	0.24151618827532614	0.1869627288866876	-2.146587571391736	2.0135662814460886
