Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5334.37940740453	3.2	-5329.826431827075	-4.552975577455493	
1	-5333.699025070609	3.4	-5329.427989994851	-4.271035075758901	
2	-5333.699025070609	3.4	-5329.427989994851	-4.271035075758901	
3	-5333.699025070609	3.4	-5329.427989994851	-4.271035075758901	
4	-5333.245263253905	3.5	-5329.227781769326	-4.017481484579126	
5	-5333.623762143918	3.5	-5328.737687779663	-4.886074364254126	
6	-5331.527551816568	3.8	-5326.6875843408825	-4.839967475685818	
