Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-13985.61616219939	-13972.349068269135	N	-13985.61616219939	13.267093930256104
1	-10527.38556341939	-10511.122535218787	2.0	-10527.38556341939	16.263028200603618
2	-9730.763983645169	-9730.886077632602	3.0	-9730.763983645169	-0.12209398743279998
3	-9192.47515135169	-9188.879987833796	4.0	-9192.47515135169	3.595163517893341
4	-7522.055179703719	-7525.217679824941	3.7	-7522.055179703719	-3.1625001212225987
5	-6807.931323410014	-6814.436810806253	3.1	-6807.931323410014	-6.505487396238698
6	-6476.255898694099	-6482.212693894293	2.8	-6476.255898694099	-5.956795200193129
7	-5828.309067018526	-5830.5926146078855	2.9	-5828.309067018526	-2.2835475893601025
8	-5749.939394555911	-5756.787874598882	3.0	-5749.939394555911	-6.848480042970358
9	-5724.732285785865	-5730.533846086078	2.5	-5724.732285785865	-5.801560300212585
10	-5641.212875394803	-5646.399776109054	2.7	-5641.212875394803	-5.186900714250904
11	-5491.609206094329	-5494.755861734513	2.9	-5491.609206094329	-3.1466556401838544
12	-5401.244898082094	-5403.962450789627	2.9	-5401.244898082094	-2.7175527075336454
13	-5381.6364631417055	-5385.820285596888	3.0	-5381.6364631417055	-4.183822455183245
14	-5379.068237941132	-5383.730939491888	3.1	-5379.068237941132	-4.662701550756253
15	-5370.832067616943	-5375.471761165827	3.2	-5370.832067616943	-4.639693548884142
16	-5353.385904294078	-5358.911146566343	3.4	-5353.385904294078	-5.5252422722654515
17	-5353.319337711566	-5357.294566128632	3.5	-5353.319337711566	-3.975228417066187
18	-5352.247554808832	-5358.540305137501	3.7	-5352.247554808832	-6.2927503286683955
19	-5350.739257883259	-5356.086841406556	4.1	-5350.739257883259	-5.347583523297968
20	-5348.50808322236	-5352.266419876479	4.3	-5348.50808322236	-3.758336654118658
21	-5340.426148478807	-5346.8135544954675	4.5	-5340.426148478807	-6.3874060166612345
22	-5327.64802889343	-5331.834999838212	4.6	-5327.64802889343	-4.186970944781972
23	-5318.511042745714	-5325.474749646394	4.8	-5318.511042745714	-6.963706900680263
24	-5317.601492266579	-5324.327132361832	4.9	-5317.601492266579	-6.725640095252521
25	-5310.138634326687	-5313.40780135228	5.1	-5310.138634326687	-3.269167025594011
26	-5298.078853387771	-5302.308857872504	5.2	-5298.078853387771	-4.230004484732464
27	-5285.33025408184	-5290.120630234813	5.4	-5285.33025408184	-4.790376152972037
28	-5284.781537728523	-5288.866567181651	5.6	-5284.781537728523	-4.085029453127252
29	-5283.369878783595	-5288.810053926163	6.1	-5283.369878783595	-5.440175142568659
30	-5281.300387297516	-5288.890031667833	6.3	-5281.300387297516	-7.589644370316845
