Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5282.040123030961	4.1	-5277.154519439701	-4.885603591259143	
1	-5282.040123030961	4.1	-5277.154519439701	-4.885603591259143	
2	-5279.533560368373	4.4	-5274.480873344189	-5.052687024184483	
3	-5278.470777819483	4.8	-5273.460842228981	-5.00993559050222	
4	-5278.470777819483	4.8	-5273.460842228981	-5.00993559050222	
5	-5278.470777819483	4.8	-5273.460842228981	-5.00993559050222	
