#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:alignment_twin" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:alignment_twin" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:alignment_twin" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:alignment_twin" name="distribution" x="@BDBirthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:alignment_twin" name="distribution" x="@BDDeathRate.t:alignment_twin">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa1.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa2.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment_twin" name="distribution">
#            <parameter id="ucldStdev.c:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:alignment_twin" kappa1="@kappa1.s:alignment_twin" kappa2="@kappa2.s:alignment_twin" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment_twin" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment_twin">
#                <LogNormal S="@ucldStdev.c:alignment_twin" id="LogNormalDistributionModel.c:alignment_twin" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.6" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:alignment_twin" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
15000	-5261.357700680202	-5260.463519972124	-0.8941807080777728	-5260.463519972124	1.1032380125913153	0.9982290454764656	1.2040577470473426	0.2514488608281464	0.24428948068667425	0.25686495185065383	0.24739670663452548	2.5311327825125576E-4	1.000101179827085	2.5808569394888727E-8	1.6063891810203033E-4	-1.7260901874796297	1.2157107051547684	0.4635528524839825
16000	-5258.927865608703	-5259.296843129667	0.36897752096418923	-5259.296843129667	0.9135875624975602	0.9982290454764656	1.2040577470473426	0.2538525082132182	0.24428948068667425	0.254461304465582	0.24739670663452548	4.709855543618112E-5	0.9999916885122926	1.3948438229094068E-9	3.734729511006887E-5	-1.2376776503200302	1.6420755919181724	0.23500433497758788
17000	-5261.671508535174	-5259.382125654291	-2.289382880883628	-5259.382125654291	1.1873845044923765	0.8483399041410649	1.2040577470473426	0.2538525082132182	0.24428948068667425	0.254461304465582	0.24739670663452548	1.4547762220518316E-4	0.9999915403985679	2.2187383453383396E-8	1.4895092598150484E-4	-3.426467527592322	2.427383639924657	0.5776005593646109
18000	-5257.840378357428	-5257.031164690051	-0.8092136673769241	-5257.031164690051	1.1919938603683855	0.8483399041410649	1.0024570049161574	0.2538525082132182	0.24428948068667425	0.254461304465582	0.24739670663452548	7.034019826640432E-5	1.0000223396272738	7.237806187058975E-9	8.507672070978922E-5	-2.358058377608959	1.0333455177425641	0.3041274799445779
19000	-5259.354573668078	-5257.640287159765	-1.7142865083133159	-5257.640287159765	1.00419236010387	0.8483399041410649	1.0024570049161574	0.2538525082132182	0.24428948068667425	0.254461304465582	0.24739670663452548	0.0020155288242704175	0.999414096700582	3.0925111841080454E-6	0.0017585107595873934	-1.7132606694918957	2.0705046171531833	0.4974548781166882
20000	-5261.669641679775	-5256.958339721517	-4.711301958257415	-5256.958339721517	0.905898771506866	0.8483399041410649	1.018184243199709	0.2538525082132182	0.24428948068667425	0.254461304465582	0.24739670663452548	0.016862933372465937	1.0146312322206699	4.516953027250854E-4	0.021183004154441232	-3.687693914408084	3.2236448801283544	0.7544431591074859
21000	-5261.526465462015	-5258.41132835954	-3.11513710247566	-5258.41132835954	1.1369281398346887	0.8483399041410649	1.018184243199709	0.2538525082132182	0.24819125780353643	0.25055952734871983	0.24739670663452548	0.018457383119762062	0.9986525719754895	2.1215348539440493E-4	0.014601627285343886	-2.0457584673873703	1.2920803347788135	0.3839024624696882
22000	-5263.157242422505	-5259.599814017195	-3.557428405310075	-5259.599814017195	0.9711577328456593	0.8483399041410649	1.018184243199709	0.24165265974000585	0.2603911062767488	0.25055952734871983	0.24739670663452548	0.015343274806045266	0.9932845148769406	2.1791566834234062E-4	0.01477469271463271	-2.581280049977571	1.1941933899079071	0.9030825256740795
23000	-5263.672761653027	-5261.064173996879	-2.608587656148301	-5261.064173996879	1.0564894477639586	0.7652017233052597	1.018184243199709	0.24165265974000585	0.2603911062767488	0.25055952734871983	0.24739670663452548	0.028885715578084198	0.979240252652306	0.001221586493774575	0.034793673662673164	-1.3285671452785057	0.46629767943411377	0.8263741081215334
24000	-5268.478380416671	-5262.96241800738	-5.515962409291181	-5262.96241800738	1.3084834909666023	0.7652017233052597	1.018184243199709	0.2391443143931745	0.2603911062767488	0.25055952734871983	0.24990505198135685	0.25597078880691754	0.878911088085872	0.07191704487507872	0.2827091542855915	-2.636860590450692	0.32762095220015286	0.7896410323684808
25000	-5262.322527438482	-5259.4441492563255	-2.878378182156224	-5259.4441492563255	1.0094159696593081	0.9608811808558062	0.9979760226267391	0.2391443143931745	0.2603911062767488	0.25055952734871983	0.24990505198135685	0.043570216139579704	1.009675009326267	0.0016015773390023237	0.039370938268180625	-1.318421566879389	0.5642154627638853	0.7817238210401567
26000	-5261.956486919169	-5258.465800200257	-3.490686718912296	-5258.465800200257	1.0680912863906422	0.9608811808558062	0.9979760226267391	0.2455079227321699	0.2537686963712794	0.25055952734871983	0.2501638535478308	0.05914754596353816	0.9890207549031943	0.002546130201708319	0.05105925338842028	-1.7492146128765145	1.5642585696936318	0.3906779197576147
27000	-5266.9061031909505	-5262.112675896019	-4.793427294931625	-5262.112675896019	0.8019699238669769	0.9608811808558062	0.9979760226267391	0.2455079227321699	0.25873568983296175	0.24559253388703747	0.2501638535478308	0.13651480007382782	1.139168311472897	0.0295372481779653	0.16623722610135644	-2.464292468971667	3.6355636040916726	0.630632261152482
28000	-5261.223449765999	-5256.685986698527	-4.537463067472748	-5256.685986698527	1.0008069818478882	0.9608811808558062	0.8986845440749255	0.2455079227321699	0.25873568983296175	0.24559253388703747	0.2501638535478308	0.14886048247924685	1.0386403677492553	0.006956352454003584	0.08329014637710545	-2.170218143361173	2.7312504380533844	0.24444299118997895
29000	-5261.0057547733895	-5256.477121815048	-4.528632958341179	-5256.477121815048	1.0149635511150934	0.9608811808558062	0.8243842712730101	0.2455079227321699	0.25873568983296175	0.2514587095302272	0.24429767790464105	0.12157742582205962	1.0074728750315844	0.016982391875919323	0.13168672684017937	-2.348823675392013	2.6740728823880633	0.18541994806417275
30000	-5259.730377438422	-5255.706800743978	-4.023576694443016	-5255.706800743978	0.9935266294875852	0.9608811808558062	0.8243842712730101	0.2455079227321699	0.25873568983296175	0.24525768010705054	0.2504987073278177	0.16774861372456273	0.9745836144099546	0.0389361506756603	0.20877592989486893	-1.5746590193713206	1.2314882214092269	0.49659379668373405
